,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
62,2015-02-27,7.91,8.36,8.51,7.15,8448016,6192249841.0,16.69,2.58,0.21,10.14
63,2015-03-31,8.35,9.89,11.09,7.57,24456362,22190860137.0,42.11,18.3,1.53,29.36
64,2015-04-30,9.84,13.51,14.74,9.84,30558279,34751374000.0,49.54,36.6,3.62,36.69
65,2015-05-29,13.51,11.65,13.99,10.98,21679144,25627450160.0,22.28,-13.77,-1.86,26.03
66,2015-06-29,11.6,15.82,15.82,11.46,32120484,43262449504.0,37.42,35.79,4.17,38.56
67,2015-07-31,14.29,12.26,15.4,12.26,10903757,14605762624.0,19.85,-22.5,-3.56,13.09
68,2015-08-31,12.26,8.25,13.0,7.04,34961266,36676175568.0,48.61,-32.71,-4.01,41.97
69,2015-09-30,8.01,8.05,9.45,7.56,12045345,9636294461.0,22.91,-2.42,-0.2,14.46
70,2015-10-30,8.21,9.45,10.0,8.11,13814826,12195762112.0,23.48,17.39,1.4,16.59
71,2015-11-30,9.21,8.58,10.87,8.28,14327346,13483797404.0,27.41,-9.21,-0.87,17.2
72,2015-12-31,8.63,9.09,9.9,8.51,10524031,9088617877.0,16.2,5.94,0.51,12.63
73,2016-01-29,9.01,6.98,9.01,6.61,10628205,7906556706.0,26.4,-23.21,-2.11,12.76
74,2016-02-29,6.99,6.65,7.65,6.49,4936030,3338224388.0,16.62,-4.73,-0.33,5.79
75,2016-03-31,6.63,7.37,7.66,6.56,6532924,4370940375.0,16.54,10.83,0.72,7.67
76,2016-04-29,7.36,7.32,8.0,7.22,5961035,4251564757.0,10.58,-0.68,-0.05,6.99
77,2016-05-31,7.36,7.49,8.51,7.25,8217713,6038939926.0,17.21,2.32,0.17,9.64
78,2016-06-30,7.48,7.38,7.98,7.23,4022321,2824021631.0,10.01,-1.47,-0.11,4.72
79,2016-07-29,7.39,8.88,9.31,7.34,9213088,7137837810.0,26.69,20.33,1.5,10.81
80,2016-08-31,8.87,8.08,9.08,7.95,7175843,5655995465.0,12.73,-9.01,-0.8,8.42
81,2016-09-30,8.12,7.86,8.24,7.82,3468427,2570172340.0,5.2,-2.72,-0.22,4.07
82,2016-10-31,7.87,8.02,8.4,7.83,3934702,2941810323.0,7.25,2.04,0.16,4.62
83,2016-11-30,8.05,8.57,8.72,7.91,11065119,8491939016.0,10.1,6.86,0.55,12.98
84,2016-12-30,8.45,7.82,8.82,7.55,8625638,6435491079.0,14.82,-8.75,-0.75,10.12
85,2017-01-26,7.8,8.2,8.58,7.8,4395592,3288125085.0,9.97,4.86,0.38,5.16
86,2017-02-28,8.2,8.52,8.97,7.96,7304465,5653576816.0,12.32,3.9,0.32,8.57
87,2017-03-31,8.54,8.91,9.41,8.43,10374137,8520181771.0,11.5,4.58,0.39,12.17
88,2017-04-28,9.07,9.51,10.41,8.9,8648704,7872399665.0,16.95,6.73,0.6,10.15
89,2017-05-31,9.55,10.78,10.97,9.47,6653890,6266808493.0,15.77,13.35,1.27,7.81
90,2017-06-30,10.88,10.37,11.32,10.16,9887546,9902902818.0,10.76,-3.8,-0.41,11.6
91,2017-07-31,10.32,9.57,10.51,9.29,8347321,7689550178.0,11.76,-7.71,-0.8,9.79
92,2017-08-31,9.55,10.0,10.4,9.29,10884070,9876472046.0,11.6,4.49,0.43,12.77
93,2017-09-29,10.0,9.45,10.21,9.38,6591552,5980636765.0,8.3,-5.5,-0.55,7.73
94,2017-10-31,9.51,10.22,10.29,9.39,4688649,4229150988.0,9.52,8.15,0.77,5.5
95,2017-11-30,10.33,11.87,12.38,10.18,13377914,13911868048.0,21.53,16.14,1.65,15.7
96,2017-12-29,11.75,13.05,13.45,10.84,10780779,12339587164.0,21.99,9.94,1.18,12.65
97,2018-01-31,13.05,13.93,14.51,11.65,22341436,27068897072.0,21.92,6.74,0.88,26.22
98,2018-02-28,14.13,14.54,15.31,12.23,12232235,16305571664.0,22.11,4.38,0.61,14.35
99,2018-03-30,14.36,12.58,14.58,11.48,13915753,17062252880.0,21.32,-13.48,-1.96,14.73
100,2018-04-27,12.57,12.44,12.99,11.26,10252740,11810837952.0,13.75,-1.11,-0.14,10.85
101,2018-05-31,12.54,11.73,13.07,11.38,9506827,10969867389.0,13.59,-5.71,-0.71,10.06
102,2018-06-29,11.61,9.62,12.7,9.33,9842605,10448108496.0,28.73,-17.99,-2.11,10.42
103,2018-07-31,9.62,8.59,9.76,8.01,14389038,11445279446.0,18.19,-10.71,-1.03,15.23
104,2018-08-31,8.65,8.61,8.76,7.71,12513541,9295650686.0,12.22,0.23,0.02,13.24
105,2018-09-28,8.57,8.99,9.18,7.88,8332314,6448943272.0,15.1,4.41,0.38,8.82
106,2018-10-31,8.58,8.34,8.59,7.59,9018226,6538511218.0,11.12,-7.23,-0.65,9.54
107,2018-11-30,8.41,9.02,9.48,8.26,14327328,11602783520.0,14.63,8.15,0.68,15.16
108,2018-12-28,9.35,8.48,9.76,8.42,8835402,7276945004.0,14.86,-5.99,-0.54,9.35
109,2019-01-31,8.5,9.05,9.25,8.18,9643858,7666134021.0,12.62,6.72,0.57,10.21
110,2019-02-28,9.11,10.72,11.32,8.93,11765451,10815237040.0,26.41,18.45,1.67,12.45
111,2019-03-29,10.76,11.68,11.79,9.92,16063371,15681261056.0,17.44,8.96,0.96,17.0
112,2019-04-30,11.89,10.99,13.19,10.58,14314597,15662034576.0,22.35,-5.91,-0.69,15.15
113,2019-05-31,10.29,9.3,10.43,8.99,9615432,8384764698.0,13.1,-15.38,-1.69,10.18
114,2019-06-28,9.39,10.41,10.66,9.16,8586456,7772780123.0,16.13,11.94,1.11,9.09
115,2019-07-31,10.73,9.89,10.84,9.82,6033890,5612832943.0,9.8,-5.0,-0.52,6.39
116,2019-08-30,9.83,8.83,9.88,8.52,7639596,6118592179.0,13.75,-10.72,-1.06,8.09
117,2019-09-30,8.76,8.94,9.65,8.75,7770725,6462380843.0,10.19,1.25,0.11,8.22
118,2019-10-31,9.02,9.24,9.5,8.65,5853367,4796057737.0,9.51,3.36,0.3,6.19
119,2019-11-29,9.21,9.39,10.06,9.03,8142349,7042450002.0,11.15,1.62,0.15,8.62
120,2019-12-31,9.45,10.63,10.74,9.33,9034016,8123368765.0,15.02,13.21,1.24,9.56
121,2020-01-23,10.74,9.19,10.92,9.06,13214184,12020680784.0,17.5,-13.55,-1.44,13.99
122,2020-02-28,8.37,8.4,9.43,7.94,14586617,11441951323.0,16.21,-8.6,-0.79,15.44
123,2020-03-31,8.42,7.45,9.33,7.25,16472206,12157056508.0,24.76,-11.31,-0.95,16.53
124,2020-04-30,7.44,8.19,8.31,7.41,8783266,5991630863.0,12.08,9.93,0.74,8.82
125,2020-05-29,7.94,7.41,8.0,7.26,6885264,4614998154.0,9.04,-9.52,-0.78,6.91
126,2020-06-30,7.43,7.55,8.39,7.41,11614705,7920611728.0,13.23,1.89,0.14,11.66
127,2020-07-31,7.54,7.82,8.66,7.49,19122682,13744134092.0,15.5,3.58,0.27,19.2
128,2020-08-31,7.85,8.24,8.53,7.84,15116050,10878827091.0,8.82,5.37,0.42,15.17
129,2020-09-30,8.24,8.08,9.24,8.01,16717345,12694460121.0,14.93,-1.94,-0.16,16.78
130,2020-10-30,8.23,7.78,8.36,7.75,7327456,5196646227.0,7.55,-3.71,-0.3,7.36
131,2020-11-30,7.77,8.87,9.14,7.54,15739952,11996298422.0,20.57,14.01,1.09,15.8
132,2020-12-31,8.83,8.48,9.53,8.0,13291434,10153836992.0,17.25,-4.4,-0.39,13.34
133,2021-01-29,8.4,8.19,8.51,7.81,12083373,8625454146.0,8.25,-3.42,-0.29,12.13
134,2021-02-26,8.04,9.08,9.69,7.9,14021826,11064039968.0,21.86,10.87,0.89,14.08
135,2021-03-31,9.12,10.04,10.41,8.77,17884510,15444097824.0,18.06,10.57,0.96,17.95
136,2021-04-30,10.04,9.17,10.52,8.97,7928577,7029433686.0,15.44,-8.67,-0.87,7.96
137,2021-05-31,9.09,9.4,9.99,9.02,5343360,4586763978.0,10.58,2.51,0.23,5.36
138,2021-06-30,9.36,8.77,9.61,8.67,5198372,4272478389.0,10.0,-6.7,-0.63,5.22
139,2021-07-30,8.79,7.57,8.84,7.53,7771126,5658825426.0,14.94,-13.68,-1.2,7.8
140,2021-08-31,7.34,8.23,8.27,7.22,7877037,5350026324.0,13.87,8.72,0.66,7.91
141,2021-09-30,8.21,8.43,9.15,8.08,7556360,5690497729.0,13.0,2.43,0.2,7.59
142,2021-10-29,8.69,9.5,9.79,8.68,8569514,7013692759.0,13.17,12.69,1.07,8.6
143,2021-11-30,9.29,8.97,10.15,8.65,9413666,8059849296.0,15.79,-5.58,-0.53,9.45
144,2021-12-31,8.87,10.12,10.43,8.84,7612481,6565553702.0,17.73,12.82,1.15,7.64
145,2022-01-28,10.14,11.01,11.4,9.97,9984382,9723839715.0,14.13,8.79,0.89,10.02
146,2022-02-28,10.99,10.87,12.37,10.5,9348905,9688415120.0,16.98,-1.27,-0.14,9.38
147,2022-03-31,10.79,10.1,11.56,9.32,12240017,11558734154.0,20.61,-7.08,-0.77,12.29
148,2022-04-29,10.04,10.46,11.54,9.89,7678595,7537182074.0,16.34,3.56,0.36,7.71
149,2022-05-31,10.39,10.68,11.09,9.07,9568807,8507665984.0,19.31,2.1,0.22,9.61
150,2022-06-30,10.66,12.6,12.77,10.08,10621297,10784180205.0,25.19,17.98,1.92,10.66
151,2022-07-29,12.31,10.64,12.38,10.52,11232053,11620823422.0,14.76,-15.56,-1.96,11.27
152,2022-08-31,10.58,11.3,11.58,10.24,7826173,7727008559.0,12.59,6.2,0.66,7.86
153,2022-09-30,11.25,11.46,12.26,10.66,8883947,9312419037.0,14.16,1.42,0.16,8.92
154,2022-10-31,11.64,10.66,11.91,10.44,6993019,7216542956.0,12.83,-6.98,-0.8,7.02
155,2022-11-30,10.53,11.45,12.21,10.22,14907390,15162570619.0,18.67,7.41,0.79,14.96
156,2022-12-30,11.6,11.59,13.07,10.88,16401747,17970067806.0,19.13,1.22,0.14,16.46
157,2023-01-31,11.59,11.32,12.19,11.21,9171344,9736511670.0,8.46,-2.33,-0.27,9.21
158,2023-02-28,11.3,12.1,12.15,10.94,11107879,11795518163.0,10.69,6.89,0.78,11.15
159,2023-03-31,12.1,11.69,12.54,11.15,9848595,10655170496.0,11.49,-3.39,-0.41,9.89
160,2023-04-28,11.69,11.64,12.32,11.03,10476050,11313702708.0,11.04,-0.43,-0.05,10.52
161,2023-05-31,11.54,9.71,11.59,9.53,10049405,9505858976.0,17.7,-16.58,-1.93,10.09
162,2023-06-21,9.71,9.42,9.81,8.93,9208577,7654314359.0,9.06,-2.99,-0.29,9.24
