,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
21,2009-09-30,7.58,7.45,9.06,7.23,11127391,8942180137.0,23.77,-3.25,-0.25,14.18
22,2009-10-30,7.63,7.71,8.44,7.52,6230038,4906437416.0,12.35,3.49,0.26,7.94
23,2009-11-30,7.47,8.68,9.35,7.42,11358433,9563025827.0,25.03,12.58,0.97,14.48
24,2009-12-31,8.73,9.83,10.04,8.51,11704850,10726105403.0,17.63,13.25,1.15,14.92
25,2010-01-29,9.86,10.31,11.47,9.42,10067871,10354567876.0,20.85,4.88,0.48,12.83
26,2010-02-25,10.3,11.76,11.79,9.87,4229629,4565307486.0,18.62,14.06,1.45,5.39
27,2010-03-31,12.11,12.59,13.0,10.81,4050952,4844611878.0,18.62,7.06,0.83,5.16
28,2010-04-30,12.59,12.56,14.8,12.22,7718226,10309252806.0,20.49,-0.24,-0.03,9.84
29,2010-05-31,12.27,10.93,13.87,9.95,8368005,9451251900.0,31.21,-12.98,-1.63,10.67
30,2010-06-29,10.84,10.4,12.01,10.12,5852160,6406607075.0,17.29,-4.85,-0.53,7.46
31,2010-07-30,10.23,12.38,12.87,9.52,6281272,7101484491.0,32.21,19.04,1.98,8.01
32,2010-08-31,12.34,11.35,12.98,11.23,8787287,10479171729.0,14.14,-8.32,-1.03,11.2
33,2010-09-30,11.35,12.01,12.71,10.72,10466957,12372770801.0,17.53,5.81,0.66,13.34
34,2010-10-29,12.12,15.7,17.43,11.97,10572139,15480220186.0,45.46,30.72,3.69,13.48
35,2010-11-30,15.71,12.57,16.21,12.2,10642994,15054830046.0,25.54,-19.94,-3.13,13.57
36,2010-12-31,12.56,13.8,13.87,12.27,7407968,9633027319.0,12.73,9.79,1.23,9.44
37,2011-01-31,13.9,11.81,14.2,11.12,8220595,10124034274.0,22.32,-14.42,-1.99,10.48
38,2011-02-28,11.81,11.95,13.01,11.16,6690645,8025550505.0,15.66,1.19,0.14,8.53
39,2011-03-31,11.96,11.13,12.39,11.1,7807300,9006866636.0,10.79,-6.86,-0.82,9.95
40,2011-04-29,11.12,11.22,12.11,10.68,7961453,8942271418.0,12.85,0.81,0.09,10.15
41,2011-05-31,11.24,9.63,11.3,9.32,3608161,3775761214.0,17.65,-14.17,-1.59,4.6
42,2011-06-30,9.62,9.83,10.4,9.14,3708469,3501599070.0,13.08,2.08,0.2,4.73
43,2011-07-29,9.83,10.19,10.8,9.75,4966665,5027214126.0,10.68,3.66,0.36,6.33
44,2011-08-31,10.17,9.47,10.29,8.8,4016421,3746757140.0,14.62,-7.07,-0.72,5.12
45,2011-09-30,9.62,8.1,9.62,8.04,2245653,1925686195.0,16.68,-14.47,-1.37,2.86
46,2011-10-31,8.19,8.22,8.56,7.74,1926167,1535846547.0,10.12,1.48,0.12,2.46
47,2011-11-30,8.22,7.08,8.61,7.02,2923177,2270037596.0,19.34,-13.87,-1.14,3.56
48,2011-12-30,7.34,6.61,7.35,5.99,2835297,1785569592.0,19.21,-6.64,-0.47,3.46
49,2012-01-31,6.67,7.04,7.59,6.43,2063057,1386350924.0,17.55,6.51,0.43,2.52
50,2012-02-29,7.04,7.25,7.67,6.66,3996579,2740413990.0,14.35,2.98,0.21,4.87
51,2012-03-30,7.25,6.12,7.39,6.04,3021167,2022476611.0,18.62,-15.59,-1.13,3.68
52,2012-04-27,6.14,6.59,6.76,6.12,1359781,837246866.0,10.46,7.68,0.47,1.66
53,2012-05-31,6.74,6.49,7.13,6.11,4410156,2788210411.0,15.48,-1.52,-0.1,5.38
54,2012-06-29,6.53,6.39,6.64,6.19,2545966,1565090810.0,6.93,-1.54,-0.1,3.1
55,2012-07-31,6.36,6.4,6.89,6.25,3193614,2004557394.0,10.02,0.16,0.01,3.89
56,2012-08-31,6.41,5.19,6.49,5.12,2790510,1517025898.0,21.41,-18.91,-1.21,3.4
57,2012-09-28,5.17,5.33,5.48,4.87,2897733,1401566534.0,11.75,2.7,0.14,3.53
58,2012-10-31,5.36,5.41,5.75,5.23,1375545,694411403.0,9.76,1.5,0.08,1.68
59,2012-11-30,5.44,5.01,5.52,4.85,2021123,968158326.0,12.38,-7.39,-0.4,2.46
60,2012-12-31,5.01,6.35,6.36,4.89,3480086,1880125408.0,29.34,26.75,1.34,4.24
61,2013-01-31,6.39,6.31,6.54,5.93,5510804,3245446911.0,9.61,-0.63,-0.04,6.72
62,2013-02-28,6.27,5.9,6.5,5.63,3216660,1866584032.0,13.79,-6.5,-0.41,3.92
63,2013-03-29,5.9,5.91,6.22,5.61,3169583,1765157119.0,10.34,0.17,0.01,3.87
64,2013-04-26,5.85,5.58,5.92,5.23,2226375,1172842035.0,11.68,-5.58,-0.33,2.72
65,2013-05-31,5.55,5.66,5.93,5.52,1831646,996686659.0,7.35,1.43,0.08,2.23
66,2013-06-28,5.68,4.59,5.72,4.35,2017008,934715297.0,24.2,-18.9,-1.07,2.46
67,2013-07-31,4.6,4.25,4.62,4.15,3525115,1402096258.0,10.24,-7.41,-0.34,4.3
68,2013-08-30,4.27,4.56,4.96,4.24,4185226,1696248819.0,16.94,7.29,0.31,5.1
69,2013-09-30,4.57,4.45,5.06,4.39,6467227,2749884476.0,14.69,-2.41,-0.11,7.89
70,2013-10-31,4.43,4.35,4.55,4.25,3406910,1367352606.0,6.74,-2.25,-0.1,4.15
71,2013-11-29,4.34,4.6,4.69,4.25,3969119,1616509963.0,10.11,5.75,0.25,4.77
72,2013-12-31,4.57,4.36,4.72,4.24,3091851,1260678336.0,10.43,-5.22,-0.24,3.71
73,2014-01-30,4.35,4.14,4.36,4.11,1705836,645530341.0,5.73,-5.05,-0.22,2.05
74,2014-02-28,4.12,4.1,4.35,4.04,2181949,830830424.0,7.49,-0.97,-0.04,2.62
75,2014-03-31,4.09,3.85,4.16,3.82,2746484,969461615.0,8.29,-6.1,-0.25,3.3
76,2014-04-30,3.85,3.72,4.06,3.7,3171486,1105395691.0,9.35,-3.38,-0.13,3.81
77,2014-05-30,3.72,3.69,3.82,3.67,1835811,610155206.0,4.03,-0.81,-0.03,2.2
78,2014-06-30,3.71,3.7,3.78,3.62,1978276,648401079.0,4.34,0.27,0.01,2.38
79,2014-07-31,3.69,4.07,4.1,3.68,4173017,1428905171.0,11.35,10.0,0.37,5.01
80,2014-08-29,4.06,4.03,4.34,3.98,5372349,1952282418.0,8.85,-0.98,-0.04,6.45
81,2014-09-30,4.03,4.45,4.56,4.01,7948119,3058437847.0,13.65,10.42,0.42,9.54
82,2014-10-31,4.45,4.88,5.13,4.36,12644549,5407465420.0,17.3,9.66,0.43,15.18
83,2014-11-28,4.88,6.08,6.08,4.87,17366539,8518810590.0,24.8,24.59,1.2,20.85
84,2014-12-31,6.31,8.3,8.97,6.26,38629469,27483834752.0,44.57,36.51,2.22,46.38
85,2015-01-30,8.44,8.15,10.03,8.1,20828672,17764926528.0,23.25,-1.81,-0.15,25.01
86,2015-02-27,7.91,8.36,8.51,7.15,8448016,6192249841.0,16.69,2.58,0.21,10.14
87,2015-03-31,8.35,9.89,11.09,7.57,24456362,22190860137.0,42.11,18.3,1.53,29.36
88,2015-04-30,9.84,13.51,14.74,9.84,30558279,34751374000.0,49.54,36.6,3.62,36.69
89,2015-05-29,13.51,11.65,13.99,10.98,21679144,25627450160.0,22.28,-13.77,-1.86,26.03
90,2015-06-29,11.6,15.82,15.82,11.46,32120484,43262449504.0,37.42,35.79,4.17,38.56
91,2015-07-31,14.29,12.26,15.4,12.26,10903757,14605762624.0,19.85,-22.5,-3.56,13.09
92,2015-08-31,12.26,8.25,13.0,7.04,34961266,36676175568.0,48.61,-32.71,-4.01,41.97
93,2015-09-30,8.01,8.05,9.45,7.56,12045345,9636294461.0,22.91,-2.42,-0.2,14.46
94,2015-10-30,8.21,9.45,10.0,8.11,13814826,12195762112.0,23.48,17.39,1.4,16.59
95,2015-11-30,9.21,8.58,10.87,8.28,14327346,13483797404.0,27.41,-9.21,-0.87,17.2
96,2015-12-31,8.63,9.09,9.9,8.51,10524031,9088617877.0,16.2,5.94,0.51,12.63
97,2016-01-29,9.01,6.98,9.01,6.61,10628205,7906556706.0,26.4,-23.21,-2.11,12.76
98,2016-02-29,6.99,6.65,7.65,6.49,4936030,3338224388.0,16.62,-4.73,-0.33,5.79
99,2016-03-31,6.63,7.37,7.66,6.56,6532924,4370940375.0,16.54,10.83,0.72,7.67
100,2016-04-29,7.36,7.32,8.0,7.22,5961035,4251564757.0,10.58,-0.68,-0.05,6.99
101,2016-05-31,7.36,7.49,8.51,7.25,8217713,6038939926.0,17.21,2.32,0.17,9.64
102,2016-06-30,7.48,7.38,7.98,7.23,4022321,2824021631.0,10.01,-1.47,-0.11,4.72
103,2016-07-29,7.39,8.88,9.31,7.34,9213088,7137837810.0,26.69,20.33,1.5,10.81
104,2016-08-31,8.87,8.08,9.08,7.95,7175843,5655995465.0,12.73,-9.01,-0.8,8.42
105,2016-09-30,8.12,7.86,8.24,7.82,3468427,2570172340.0,5.2,-2.72,-0.22,4.07
106,2016-10-31,7.87,8.02,8.4,7.83,3934702,2941810323.0,7.25,2.04,0.16,4.62
107,2016-11-30,8.05,8.57,8.72,7.91,11065119,8491939016.0,10.1,6.86,0.55,12.98
108,2016-12-30,8.45,7.82,8.82,7.55,8625638,6435491079.0,14.82,-8.75,-0.75,10.12
109,2017-01-26,7.8,8.2,8.58,7.8,4395592,3288125085.0,9.97,4.86,0.38,5.16
110,2017-02-28,8.2,8.52,8.97,7.96,7304465,5653576816.0,12.32,3.9,0.32,8.57
111,2017-03-31,8.54,8.91,9.41,8.43,10374137,8520181771.0,11.5,4.58,0.39,12.17
112,2017-04-28,9.07,9.51,10.41,8.9,8648704,7872399665.0,16.95,6.73,0.6,10.15
113,2017-05-31,9.55,10.78,10.97,9.47,6653890,6266808493.0,15.77,13.35,1.27,7.81
114,2017-06-30,10.88,10.37,11.32,10.16,9887546,9902902818.0,10.76,-3.8,-0.41,11.6
115,2017-07-31,10.32,9.57,10.51,9.29,8347321,7689550178.0,11.76,-7.71,-0.8,9.79
116,2017-08-31,9.55,10.0,10.4,9.29,10884070,9876472046.0,11.6,4.49,0.43,12.77
117,2017-09-29,10.0,9.45,10.21,9.38,6591552,5980636765.0,8.3,-5.5,-0.55,7.73
118,2017-10-31,9.51,10.22,10.29,9.39,4688649,4229150988.0,9.52,8.15,0.77,5.5
119,2017-11-30,10.33,11.87,12.38,10.18,13377914,13911868048.0,21.53,16.14,1.65,15.7
120,2017-12-29,11.75,13.05,13.45,10.84,10780779,12339587164.0,21.99,9.94,1.18,12.65
121,2018-01-31,13.05,13.93,14.51,11.65,22341436,27068897072.0,21.92,6.74,0.88,26.22
122,2018-02-28,14.13,14.54,15.31,12.23,12232235,16305571664.0,22.11,4.38,0.61,14.35
123,2018-03-30,14.36,12.58,14.58,11.48,13915753,17062252880.0,21.32,-13.48,-1.96,14.73
124,2018-04-27,12.57,12.44,12.99,11.26,10252740,11810837952.0,13.75,-1.11,-0.14,10.85
125,2018-05-31,12.54,11.73,13.07,11.38,9506827,10969867389.0,13.59,-5.71,-0.71,10.06
126,2018-06-29,11.61,9.62,12.7,9.33,9842605,10448108496.0,28.73,-17.99,-2.11,10.42
127,2018-07-31,9.62,8.59,9.76,8.01,14389038,11445279446.0,18.19,-10.71,-1.03,15.23
128,2018-08-31,8.65,8.61,8.76,7.71,12513541,9295650686.0,12.22,0.23,0.02,13.24
129,2018-09-28,8.57,8.99,9.18,7.88,8332314,6448943272.0,15.1,4.41,0.38,8.82
130,2018-10-31,8.58,8.34,8.59,7.59,9018226,6538511218.0,11.12,-7.23,-0.65,9.54
131,2018-11-30,8.41,9.02,9.48,8.26,14327328,11602783520.0,14.63,8.15,0.68,15.16
132,2018-12-28,9.35,8.48,9.76,8.42,8835402,7276945004.0,14.86,-5.99,-0.54,9.35
133,2019-01-31,8.5,9.05,9.25,8.18,9643858,7666134021.0,12.62,6.72,0.57,10.21
134,2019-02-28,9.11,10.72,11.32,8.93,11765451,10815237040.0,26.41,18.45,1.67,12.45
135,2019-03-29,10.76,11.68,11.79,9.92,16063371,15681261056.0,17.44,8.96,0.96,17.0
136,2019-04-30,11.89,10.99,13.19,10.58,14314597,15662034576.0,22.35,-5.91,-0.69,15.15
137,2019-05-31,10.29,9.3,10.43,8.99,9615432,8384764698.0,13.1,-15.38,-1.69,10.18
138,2019-06-28,9.39,10.41,10.66,9.16,8586456,7772780123.0,16.13,11.94,1.11,9.09
139,2019-07-31,10.73,9.89,10.84,9.82,6033890,5612832943.0,9.8,-5.0,-0.52,6.39
140,2019-08-30,9.83,8.83,9.88,8.52,7639596,6118592179.0,13.75,-10.72,-1.06,8.09
141,2019-09-30,8.76,8.94,9.65,8.75,7770725,6462380843.0,10.19,1.25,0.11,8.22
142,2019-10-31,9.02,9.24,9.5,8.65,5853367,4796057737.0,9.51,3.36,0.3,6.19
143,2019-11-29,9.21,9.39,10.06,9.03,8142349,7042450002.0,11.15,1.62,0.15,8.62
144,2019-12-31,9.45,10.63,10.74,9.33,9034016,8123368765.0,15.02,13.21,1.24,9.56
145,2020-01-23,10.74,9.19,10.92,9.06,13214184,12020680784.0,17.5,-13.55,-1.44,13.99
146,2020-02-28,8.37,8.4,9.43,7.94,14586617,11441951323.0,16.21,-8.6,-0.79,15.44
147,2020-03-31,8.42,7.45,9.33,7.25,16472206,12157056508.0,24.76,-11.31,-0.95,16.53
148,2020-04-30,7.44,8.19,8.31,7.41,8783266,5991630863.0,12.08,9.93,0.74,8.82
149,2020-05-29,7.94,7.41,8.0,7.26,6885264,4614998154.0,9.04,-9.52,-0.78,6.91
150,2020-06-30,7.43,7.55,8.39,7.41,11614705,7920611728.0,13.23,1.89,0.14,11.66
151,2020-07-31,7.54,7.82,8.66,7.49,19122682,13744134092.0,15.5,3.58,0.27,19.2
152,2020-08-31,7.85,8.24,8.53,7.84,15116050,10878827091.0,8.82,5.37,0.42,15.17
153,2020-09-30,8.24,8.08,9.24,8.01,16717345,12694460121.0,14.93,-1.94,-0.16,16.78
154,2020-10-30,8.23,7.78,8.36,7.75,7327456,5196646227.0,7.55,-3.71,-0.3,7.36
155,2020-11-30,7.77,8.87,9.14,7.54,15739952,11996298422.0,20.57,14.01,1.09,15.8
156,2020-12-31,8.83,8.48,9.53,8.0,13291434,10153836992.0,17.25,-4.4,-0.39,13.34
157,2021-01-29,8.4,8.19,8.51,7.81,12083373,8625454146.0,8.25,-3.42,-0.29,12.13
158,2021-02-26,8.04,9.08,9.69,7.9,14021826,11064039968.0,21.86,10.87,0.89,14.08
159,2021-03-31,9.12,10.04,10.41,8.77,17884510,15444097824.0,18.06,10.57,0.96,17.95
160,2021-04-30,10.04,9.17,10.52,8.97,7928577,7029433686.0,15.44,-8.67,-0.87,7.96
161,2021-05-31,9.09,9.4,9.99,9.02,5343360,4586763978.0,10.58,2.51,0.23,5.36
162,2021-06-30,9.36,8.77,9.61,8.67,5198372,4272478389.0,10.0,-6.7,-0.63,5.22
163,2021-07-30,8.79,7.57,8.84,7.53,7771126,5658825426.0,14.94,-13.68,-1.2,7.8
164,2021-08-31,7.34,8.23,8.27,7.22,7877037,5350026324.0,13.87,8.72,0.66,7.91
165,2021-09-30,8.21,8.43,9.15,8.08,7556360,5690497729.0,13.0,2.43,0.2,7.59
166,2021-10-29,8.69,9.5,9.79,8.68,8569514,7013692759.0,13.17,12.69,1.07,8.6
167,2021-11-30,9.29,8.97,10.15,8.65,9413666,8059849296.0,15.79,-5.58,-0.53,9.45
168,2021-12-31,8.87,10.12,10.43,8.84,7612481,6565553702.0,17.73,12.82,1.15,7.64
169,2022-01-28,10.14,11.01,11.4,9.97,9984382,9723839715.0,14.13,8.79,0.89,10.02
170,2022-02-28,10.99,10.87,12.37,10.5,9348905,9688415120.0,16.98,-1.27,-0.14,9.38
171,2022-03-31,10.79,10.1,11.56,9.32,12240017,11558734154.0,20.61,-7.08,-0.77,12.29
172,2022-04-29,10.04,10.46,11.54,9.89,7678595,7537182074.0,16.34,3.56,0.36,7.71
173,2022-05-31,10.39,10.68,11.09,9.07,9568807,8507665984.0,19.31,2.1,0.22,9.61
174,2022-06-30,10.66,12.6,12.77,10.08,10621297,10784180205.0,25.19,17.98,1.92,10.66
175,2022-07-29,12.31,10.64,12.38,10.52,11232053,11620823422.0,14.76,-15.56,-1.96,11.27
176,2022-08-31,10.58,11.3,11.58,10.24,7826173,7727008559.0,12.59,6.2,0.66,7.86
177,2022-09-30,11.25,11.46,12.26,10.66,8883947,9312419037.0,14.16,1.42,0.16,8.92
178,2022-10-31,11.64,10.66,11.91,10.44,6993019,7216542956.0,12.83,-6.98,-0.8,7.02
179,2022-11-30,10.53,11.45,12.21,10.22,14907390,15162570619.0,18.67,7.41,0.79,14.96
180,2022-12-30,11.6,11.59,13.07,10.88,16401747,17970067806.0,19.13,1.22,0.14,16.46
181,2023-01-31,11.59,11.32,12.19,11.21,9171344,9736511670.0,8.46,-2.33,-0.27,9.21
182,2023-02-28,11.3,12.1,12.15,10.94,11107879,11795518163.0,10.69,6.89,0.78,11.15
183,2023-03-31,12.1,11.69,12.54,11.15,9848595,10655170496.0,11.49,-3.39,-0.41,9.89
184,2023-04-28,11.69,11.64,12.32,11.03,10476050,11313702708.0,11.04,-0.43,-0.05,10.52
185,2023-05-31,11.54,9.71,11.59,9.53,10049405,9505858976.0,17.7,-16.58,-1.93,10.09
186,2023-06-21,9.71,9.42,9.81,8.93,9208577,7654314359.0,9.06,-2.99,-0.29,9.24
