,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
21,2010-08-31,16.7,16.11,17.03,16.02,8027591,6552414583.0,6.07,-3.13,-0.52,10.9
22,2010-09-30,16.11,15.65,16.18,15.42,6110645,4741898321.0,4.72,-2.86,-0.46,8.3
23,2010-10-29,15.74,16.47,17.59,15.62,12146451,10038840320.0,12.59,5.24,0.82,16.49
24,2010-11-30,16.67,15.49,17.16,15.33,13273954,10749416218.0,11.11,-5.95,-0.98,18.03
25,2010-12-31,15.56,15.49,16.16,15.3,7805263,6013092936.0,5.55,0.0,0.0,10.6
26,2011-01-31,15.55,15.98,16.12,15.19,6957459,5315122430.0,6.0,3.16,0.49,9.45
27,2011-02-28,15.98,15.86,16.49,15.7,5571158,4377899246.0,4.94,-0.75,-0.12,7.57
28,2011-03-31,15.86,16.19,16.67,15.49,11548787,9169229362.0,7.44,2.08,0.33,15.68
29,2011-04-29,16.18,16.65,17.0,16.07,8213251,6711487248.0,5.74,2.84,0.46,11.15
30,2011-05-31,16.68,15.19,16.95,14.98,8923011,7068800889.0,11.83,-8.77,-1.46,12.12
31,2011-06-30,15.21,15.31,15.5,15.02,4335710,3184576766.0,3.16,0.79,0.12,5.89
32,2011-07-29,15.35,14.49,15.54,14.28,5319983,3756951097.0,8.23,-5.36,-0.82,7.22
33,2011-08-31,14.49,13.75,14.49,13.56,3918640,2530357060.0,6.42,-5.11,-0.74,5.32
34,2011-09-30,13.75,13.65,14.05,13.19,3394734,2131523339.0,6.25,-0.73,-0.1,4.61
35,2011-10-31,13.65,14.17,14.28,13.56,2971316,1906111710.0,5.27,3.81,0.52,4.03
36,2011-11-30,14.08,14.08,14.66,14.01,3631025,2415520484.0,4.59,-0.64,-0.09,4.93
37,2011-12-29,14.35,13.82,14.42,13.54,3010759,1927309839.0,6.25,-1.85,-0.26,4.09
38,2012-01-31,13.82,14.05,14.33,13.49,2605855,1666998260.0,6.08,1.66,0.23,3.54
39,2012-02-29,14.03,14.12,14.28,13.75,4328354,2804650815.0,3.77,0.5,0.07,5.88
40,2012-03-30,14.08,14.1,14.63,13.96,4615029,3071873006.0,4.75,-0.14,-0.02,6.27
41,2012-04-27,14.01,14.03,14.17,13.8,2110921,1367478801.0,2.62,-0.5,-0.07,2.87
42,2012-05-31,14.1,14.77,14.8,14.1,3789448,2541530237.0,4.99,5.27,0.74,5.15
43,2012-06-29,14.75,14.59,15.19,14.43,2347398,1610952675.0,5.15,-1.22,-0.18,3.19
44,2012-07-31,14.65,14.65,15.06,14.41,2329967,1546294448.0,4.46,0.41,0.06,3.16
45,2012-08-31,14.67,14.46,14.76,14.37,2055593,1344919281.0,2.66,-1.3,-0.19,2.79
46,2012-09-28,14.41,14.44,14.53,13.87,2830899,1797252883.0,4.56,-0.14,-0.02,3.84
47,2012-10-31,14.43,14.37,14.6,14.25,1795472,1159356040.0,2.42,-0.48,-0.07,2.44
48,2012-11-30,14.37,14.27,14.64,14.06,2119221,1357684953.0,4.04,-0.7,-0.1,2.17
49,2012-12-31,14.25,15.16,15.28,14.2,4675444,3126145353.0,7.57,6.24,0.89,4.8
50,2013-01-31,15.21,16.35,16.47,14.88,6983061,4999601826.0,10.49,7.85,1.19,7.17
51,2013-02-28,16.33,15.86,16.89,15.44,4203151,3152312061.0,8.87,-3.0,-0.49,4.31
52,2013-03-29,15.9,16.14,16.42,15.41,4634486,3383214143.0,6.37,1.77,0.28,4.76
53,2013-04-26,16.04,15.62,16.19,15.28,2495390,1784707884.0,5.64,-3.22,-0.52,2.56
54,2013-05-31,15.53,16.37,16.91,15.53,3719552,2791347376.0,8.83,4.8,0.75,3.82
55,2013-06-28,16.35,15.25,16.61,14.62,3833004,2694602244.0,12.16,-6.84,-1.12,3.93
56,2013-07-31,15.36,15.79,16.27,15.16,4477449,3122046848.0,7.28,3.54,0.54,4.59
57,2013-08-30,15.9,15.44,16.93,15.16,3786225,2579265439.0,11.21,-2.22,-0.35,3.88
58,2013-09-30,15.46,15.36,15.97,15.29,3416479,2326390727.0,4.4,-0.52,-0.08,3.51
59,2013-10-31,15.32,15.02,15.57,14.74,3364535,2194418840.0,5.4,-2.21,-0.34,3.45
60,2013-11-29,14.99,15.22,15.36,14.64,3644096,2347521019.0,4.79,1.33,0.2,3.74
61,2013-12-31,15.18,14.78,15.44,14.53,4354012,2815801358.0,5.98,-2.89,-0.44,4.47
62,2014-01-30,14.74,14.27,14.76,14.01,3284466,1978099842.0,5.07,-3.45,-0.51,3.37
63,2014-02-28,14.24,14.17,14.38,13.92,3534233,2111589277.0,3.22,-0.7,-0.1,3.63
64,2014-03-31,14.1,13.82,14.2,13.41,4637003,2662195622.0,5.58,-2.47,-0.35,4.76
65,2014-04-30,13.8,13.68,14.38,13.59,2922782,1719032111.0,5.72,-1.01,-0.14,3.0
66,2014-05-30,13.66,14.27,14.5,13.59,2420797,1436414828.0,6.65,4.31,0.59,2.48
67,2014-06-30,14.27,14.6,14.83,14.22,2537661,1567980441.0,4.27,2.31,0.33,2.6
68,2014-07-31,14.6,16.14,16.2,14.48,4253843,2743668319.0,11.78,10.55,1.54,4.36
69,2014-08-29,16.09,17.25,17.83,15.9,4650496,3270778482.0,11.96,6.88,1.11,4.77
70,2014-09-30,17.27,18.04,18.11,17.09,5410659,4124164738.0,5.91,4.58,0.79,5.55
71,2014-10-31,18.05,18.67,18.88,16.97,6720166,5244597235.0,10.59,3.49,0.63,6.9
72,2014-11-28,18.67,19.56,20.5,18.54,8346852,7217016958.0,10.5,4.77,0.89,8.56
73,2014-12-31,19.49,22.88,23.92,19.4,25192812,25079809104.0,23.11,16.97,3.32,25.85
74,2015-01-30,23.04,22.03,24.02,21.69,14151610,15039448768.0,10.18,-3.72,-0.85,14.52
75,2015-02-27,21.89,21.76,22.11,20.14,5728489,5611537284.0,8.94,-1.23,-0.27,5.88
76,2015-03-31,22.04,23.27,24.5,21.05,15496946,16397618065.0,15.85,6.94,1.51,15.9
77,2015-04-30,23.2,27.33,27.79,22.67,27000707,32814018096.0,22.0,17.45,4.06,27.7
78,2015-05-29,27.37,27.3,29.29,25.0,24048941,31257402720.0,15.7,-0.11,-0.03,24.68
79,2015-06-12,27.47,29.99,30.85,27.3,13573377,19496827024.0,13.0,9.85,2.69,13.93
80,2015-11-30,27.49,28.42,29.54,27.49,14208440,18850794976.0,6.84,-5.24,-1.57,14.58
81,2015-12-31,28.42,28.61,30.18,27.79,8989327,12434839888.0,8.41,0.67,0.19,9.22
82,2016-01-29,28.56,26.07,28.71,25.6,7295678,9211494040.0,10.87,-8.88,-2.54,7.49
83,2016-02-29,26.02,24.83,26.75,24.35,4023840,4840051199.0,9.21,-4.76,-1.24,4.13
84,2016-03-31,24.81,26.37,26.72,24.35,4445976,5360586780.0,9.54,6.2,1.54,4.56
85,2016-04-29,26.38,26.45,26.91,26.09,4073229,5018224126.0,3.11,0.3,0.08,4.18
86,2016-05-31,26.47,26.68,26.96,26.21,3647809,4504723915.0,2.84,0.87,0.23,3.74
87,2016-06-30,26.61,26.73,27.05,26.37,3029380,3769850724.0,2.55,0.19,0.05,3.11
88,2016-07-29,26.73,28.97,29.59,26.65,4353875,5638288959.0,11.0,8.38,2.24,4.47
89,2016-08-31,28.9,29.94,30.97,28.85,4460977,6131836249.0,7.32,3.35,0.97,4.58
90,2016-09-30,30.01,29.08,30.31,28.9,2913657,3936091435.0,4.71,-2.87,-0.86,2.99
91,2016-10-31,29.19,29.34,29.75,28.99,2221539,2983974584.0,2.61,0.89,0.26,2.28
92,2016-11-30,29.27,29.15,29.59,28.55,5511519,7281577159.0,3.54,-0.65,-0.19,5.66
93,2016-12-30,29.15,27.96,29.27,27.5,7088620,9171152038.0,6.07,-4.08,-1.19,7.27
94,2017-01-26,27.99,28.61,28.69,27.84,3759495,4821341366.0,3.04,2.32,0.65,3.86
95,2017-02-28,28.64,28.5,29.06,28.38,2763717,3620802379.0,2.38,-0.38,-0.11,2.84
96,2017-03-31,28.48,29.03,29.38,28.33,4626793,6087640472.0,3.68,1.86,0.53,4.75
97,2017-04-28,29.08,30.11,30.41,28.89,4344092,5895900776.0,5.24,3.72,1.08,4.46
98,2017-05-31,30.11,31.72,31.83,30.01,4946719,7073905499.0,6.04,5.35,1.61,5.08
99,2017-06-30,31.62,32.72,32.74,30.97,5182945,7676818897.0,5.58,3.15,1.0,4.5
100,2017-07-31,32.74,34.83,35.08,32.27,4328417,6546878785.0,8.59,6.45,2.11,3.76
101,2017-08-31,34.88,34.43,35.55,34.06,4384177,6650281787.0,4.28,-1.15,-0.4,3.81
102,2017-09-29,34.45,34.59,35.23,34.22,3637476,5491659823.0,2.93,0.46,0.16,3.16
103,2017-10-31,34.67,36.06,36.86,34.67,3748795,5896293688.0,6.33,4.25,1.47,3.26
104,2017-11-30,36.18,37.02,38.44,35.85,5461554,9029923379.0,7.18,2.66,0.96,4.75
105,2017-12-29,37.05,35.5,37.93,35.44,4860006,7953759725.0,6.73,-4.11,-1.52,4.22
106,2018-01-31,35.67,36.04,37.02,35.5,5739297,9203861433.0,4.28,1.52,0.54,4.99
107,2018-02-28,36.04,37.04,37.32,34.78,4061251,6525567302.0,7.05,2.77,1.0,3.53
108,2018-03-30,36.9,36.25,38.12,36.11,3498624,5788534554.0,5.43,-2.13,-0.79,3.04
109,2018-04-27,36.21,36.41,36.72,35.83,2162133,3467149952.0,2.46,0.44,0.16,1.88
110,2018-05-31,36.18,38.16,38.35,35.57,3287657,5424334965.0,7.64,4.81,1.75,2.86
111,2018-06-29,38.07,37.65,39.45,37.4,4162620,7095724612.0,5.37,-1.34,-0.51,3.62
112,2018-07-31,37.56,38.88,39.09,36.42,3353013,5472001727.0,7.09,3.27,1.23,2.91
113,2018-08-31,38.98,37.09,39.19,37.07,3578560,5860888858.0,5.45,-4.6,-1.79,3.11
114,2018-09-28,37.11,38.07,38.19,36.3,2033148,3238020642.0,5.1,2.64,0.98,1.77
115,2018-10-31,37.6,36.72,37.81,36.18,3704576,5832691006.0,4.28,-3.55,-1.35,3.22
116,2018-11-30,36.86,34.52,36.91,34.24,5245838,7783872681.0,7.27,-5.99,-2.2,4.56
117,2018-12-28,34.99,37.19,37.19,34.13,3966662,5935293003.0,8.86,7.73,2.67,3.45
118,2019-01-31,37.04,38.16,38.16,35.86,3048912,4758027005.0,6.18,2.61,0.97,2.65
119,2019-02-28,38.23,37.93,38.28,37.32,3226609,5246864311.0,2.52,-0.6,-0.23,2.8
120,2019-03-29,37.93,38.93,39.51,37.39,5656075,9378009359.0,5.59,2.64,1.0,4.92
121,2019-04-30,39.07,38.93,39.4,38.16,4515722,7563760125.0,3.19,0.0,0.0,2.05
122,2019-05-31,38.63,40.4,40.68,37.95,4390911,7398492044.0,7.01,3.78,1.47,2.0
123,2019-06-28,40.4,40.73,41.43,39.79,3536133,6270702872.0,4.06,0.82,0.33,1.61
124,2019-07-31,40.89,43.36,43.78,40.47,4215239,7638146890.0,8.13,6.46,2.63,1.92
125,2019-08-30,43.16,43.18,44.99,41.92,4901218,9235627216.0,7.08,-0.42,-0.18,2.23
126,2019-09-30,43.08,42.5,43.9,42.11,4584345,8519181992.0,4.15,-1.57,-0.68,2.08
127,2019-10-31,42.43,41.85,43.25,40.84,3784443,6779314628.0,5.67,-1.53,-0.65,1.72
128,2019-11-29,41.85,42.32,42.76,41.64,3408562,6150796591.0,2.68,1.12,0.47,1.55
129,2019-12-31,42.11,42.76,43.69,41.5,3837685,7009655450.0,5.17,1.04,0.44,1.74
130,2020-01-23,42.9,40.61,43.23,40.5,3922639,7049892161.0,6.38,-5.03,-2.15,1.78
131,2020-02-28,39.3,40.4,42.01,38.61,4243342,7334491437.0,8.37,-0.52,-0.21,1.93
132,2020-03-31,40.43,40.85,41.71,38.7,6289289,10762054629.0,7.45,1.11,0.45,2.86
133,2020-04-30,40.85,41.13,41.99,40.28,2697356,4656838885.0,4.19,0.69,0.28,1.23
134,2020-05-29,40.89,41.03,41.22,39.82,3469461,5939137727.0,3.4,-0.24,-0.1,1.58
135,2020-06-30,41.1,43.74,44.64,40.7,4593055,8318383999.0,9.6,6.6,2.71,2.09
136,2020-07-31,43.94,43.94,45.6,43.32,7812937,14867402624.0,5.21,0.46,0.2,3.55
137,2020-08-31,43.86,45.56,46.02,42.95,5050605,9353068175.0,6.99,3.69,1.62,2.3
138,2020-09-30,45.56,45.27,48.54,44.37,6992217,13853244992.0,9.15,-0.64,-0.29,3.08
139,2020-10-30,45.3,44.97,45.79,44.51,3968219,7546846064.0,2.83,-0.66,-0.3,1.74
140,2020-11-30,45.11,46.98,48.24,45.11,6645744,13302348544.0,6.96,4.47,2.01,2.92
141,2020-12-31,47.03,45.32,47.61,44.86,6387967,12526606480.0,5.85,-3.53,-1.66,2.81
142,2021-01-29,45.23,46.23,47.24,44.16,10106084,19423982288.0,6.8,2.01,0.91,4.44
143,2021-02-26,46.44,46.35,46.96,45.09,12361783,24231557808.0,4.04,0.26,0.12,5.44
144,2021-03-31,46.44,49.31,50.24,46.0,18413157,38025426144.0,9.15,6.39,2.96,8.1
145,2021-04-30,49.26,46.74,49.82,46.44,7951770,16428289456.0,6.85,-5.21,-2.57,3.5
146,2021-05-31,46.61,46.54,46.91,45.35,8091263,15881958816.0,3.34,-0.43,-0.2,3.56
147,2021-06-30,46.54,47.91,49.33,46.19,9332060,18933849152.0,6.75,2.94,1.37,4.1
148,2021-07-30,47.93,46.26,48.45,44.85,8975471,17481154528.0,7.51,-3.44,-1.65,3.95
149,2021-08-31,46.21,46.86,48.5,45.53,7496301,14565517216.0,6.42,1.3,0.6,3.3
150,2021-09-30,46.96,51.52,52.01,46.86,12600975,26319825104.0,10.99,9.94,4.66,5.54
151,2021-10-29,52.39,50.2,52.41,48.89,7272235,15400620896.0,6.83,-2.56,-1.32,3.2
152,2021-11-26,49.96,47.19,50.52,47.12,7395542,15010668304.0,6.77,-6.0,-3.01,3.25
153,2021-12-31,50.59,52.74,53.32,48.63,9563603,20783571408.0,9.94,11.76,5.55,4.21
154,2022-01-28,52.9,51.38,54.18,51.32,7343012,16601603088.0,5.42,-2.58,-1.36,3.23
155,2022-02-28,51.69,53.58,54.91,51.5,4878599,11245721088.0,6.64,4.28,2.2,2.15
156,2022-03-31,53.62,51.52,55.28,49.61,10956829,24566268144.0,10.58,-3.84,-2.06,4.82
157,2022-04-29,51.41,52.78,54.54,51.2,8604419,19849083504.0,6.48,2.45,1.26,3.78
158,2022-05-31,53.0,55.05,55.09,51.71,8372869,19342010288.0,6.4,4.3,2.27,3.68
159,2022-06-30,55.05,53.48,55.59,53.14,11652237,27381292144.0,4.45,-2.85,-1.57,5.12
160,2022-07-29,55.02,56.23,57.27,54.79,10077808,24655351604.0,4.64,5.14,2.75,4.43
161,2022-08-31,56.23,56.41,56.97,54.9,7360776,17415249497.0,3.68,0.32,0.18,3.24
162,2022-09-30,55.97,54.24,56.74,53.28,7543438,17597363484.0,6.13,-3.85,-2.17,3.32
163,2022-10-31,54.68,49.9,55.55,49.46,8706302,19188361960.0,11.23,-8.0,-4.34,3.83
164,2022-11-30,49.88,51.58,52.66,49.0,13044457,26878424074.0,7.33,3.37,1.68,5.74
165,2022-12-30,51.75,51.19,52.33,49.84,8990883,18704008091.0,4.83,-0.76,-0.39,3.95
166,2023-01-31,51.1,50.82,51.47,50.12,9042384,18805704186.0,2.64,-0.72,-0.37,3.98
167,2023-02-28,50.93,51.47,52.05,50.51,8072487,16997159321.0,3.03,1.28,0.65,3.55
168,2023-03-31,51.45,51.63,52.07,49.48,17285017,36150720538.0,5.03,0.31,0.16,7.6
169,2023-04-28,51.54,52.73,52.87,51.16,9224108,19635629816.0,3.31,2.13,1.1,4.06
170,2023-05-31,52.73,53.84,55.27,52.45,11029888,25050771110.0,5.35,2.11,1.11,4.85
171,2023-06-21,53.71,53.12,54.55,52.75,5863670,13112781034.0,3.34,-1.34,-0.72,2.58
