,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
37,2013-01-31,925.06,787.61,948.52,758.95,1290078,25266368336.0,20.77,-13.7,-125.08,12.43
38,2013-02-28,787.52,771.41,827.06,758.95,751226,13545915008.0,8.65,-2.06,-16.2,7.24
39,2013-03-29,768.5,745.91,827.89,718.71,985471,17104335680.0,14.15,-3.31,-25.5,9.49
40,2013-04-26,742.72,767.22,792.17,710.99,643372,11035181536.0,10.88,2.86,21.31,6.2
41,2013-05-31,763.11,863.19,905.0,746.62,823807,16007557424.0,20.64,12.51,95.97,7.94
42,2013-06-28,867.34,870.2,901.89,802.34,581697,11260941488.0,11.53,0.81,7.01,5.6
43,2013-07-31,868.79,771.07,901.3,758.99,745427,13805736058.0,16.35,-11.39,-99.13,7.18
44,2013-08-30,777.22,772.24,828.55,767.13,531285,9264074640.0,7.97,0.15,1.17,5.12
45,2013-09-30,739.1,635.86,739.1,623.74,1443992,21210102576.0,14.94,-17.66,-136.38,13.91
46,2013-10-31,635.11,632.42,684.7,617.42,776965,10874297200.0,10.58,-0.54,-3.44,7.48
47,2013-11-29,629.18,658.7,679.51,626.98,638398,8988084073.0,8.31,4.16,26.28,6.15
48,2013-12-31,652.76,604.47,653.84,580.05,605838,8012035573.0,11.2,-8.23,-54.23,5.84
49,2014-01-30,602.85,620.33,668.42,561.4,780773,10009218253.0,17.7,2.62,15.86,7.52
50,2014-02-28,619.75,694.33,702.47,614.77,609833,8732228117.0,14.14,11.93,74.0,5.87
51,2014-03-31,694.25,713.77,803.05,687.31,904883,14679504576.0,16.67,2.8,19.44,8.72
52,2014-04-30,713.81,751.89,817.17,712.52,710050,11986191884.0,14.66,5.34,38.12,6.84
53,2014-05-30,750.31,707.62,750.31,667.67,433682,6687709457.0,10.99,-5.89,-44.27,4.18
54,2014-06-30,706.71,738.07,753.37,691.47,385402,5799986285.0,8.75,4.3,30.45,3.37
55,2014-07-31,740.86,821.62,861.95,731.76,682897,10616468184.0,17.64,11.32,83.55,5.98
56,2014-08-29,821.16,812.3,850.81,797.54,544530,8774465113.0,6.48,-1.13,-9.32,4.77
57,2014-09-30,812.16,830.11,857.66,800.28,628282,10128038886.0,7.06,2.19,17.81,5.5
58,2014-10-31,824.95,805.22,825.41,791.51,587289,9254853728.0,4.08,-3.0,-24.89,5.14
59,2014-11-28,805.54,801.38,856.93,754.15,1204703,18581376592.0,12.76,-0.48,-3.84,10.55
60,2014-12-31,804.72,955.69,973.37,802.11,1806562,31853185856.0,21.37,19.26,154.31,15.82
61,2015-01-30,955.69,898.86,1022.47,872.78,964361,17936139344.0,15.66,-5.95,-56.83,8.44
62,2015-02-27,891.23,962.22,977.98,882.05,663715,12120959552.0,10.67,7.05,63.36,5.81
63,2015-03-31,961.08,984.65,1006.62,926.68,957534,18496218032.0,8.31,2.33,22.43,8.38
64,2015-04-30,984.97,1241.69,1318.3,970.12,1921359,43934548048.0,35.36,26.1,257.04,16.82
65,2015-05-29,1243.65,1294.68,1414.22,1185.28,1133082,29253541968.0,18.44,4.27,52.99,9.92
66,2015-06-30,1295.18,1266.45,1336.57,1130.09,1744163,44602068448.0,15.95,-2.18,-28.23,15.27
67,2015-07-31,1254.34,1148.76,1382.25,1093.37,2558994,61973583600.0,22.81,-9.29,-117.69,20.37
68,2015-08-31,1139.57,1091.18,1186.25,944.61,1269912,24868783984.0,21.03,-5.01,-57.58,10.11
69,2015-09-30,1073.34,1065.75,1162.38,1039.07,692074,13452421358.0,11.3,-2.33,-25.43,5.51
70,2015-10-30,1108.31,1184.09,1206.4,1096.86,417340,8573756823.0,10.28,11.1,118.34,3.32
71,2015-11-30,1187.81,1186.35,1238.36,1147.76,515955,11122630608.0,7.65,0.19,2.26,4.11
72,2015-12-31,1179.77,1205.84,1261.07,1159.67,514724,11266397942.0,8.55,1.64,19.49,4.1
73,2016-01-29,1204.89,1117.71,1204.89,1091.88,565208,11492912272.0,9.37,-7.31,-88.13,4.5
74,2016-02-29,1125.0,1189.36,1219.36,1112.43,389079,8127690256.0,9.57,6.41,71.65,3.1
75,2016-03-31,1194.64,1353.82,1382.67,1166.7,878013,20544985408.0,18.16,13.83,164.46,6.99
76,2016-04-29,1360.41,1371.71,1403.87,1294.33,640871,15774996432.0,8.09,1.32,17.89,5.1
77,2016-05-31,1368.45,1438.39,1449.2,1331.01,555458,14134395760.0,8.62,4.86,66.68,4.42
78,2016-06-30,1443.07,1576.32,1607.88,1431.01,571228,15906504672.0,12.3,9.59,137.93,4.55
79,2016-07-29,1583.61,1714.01,1782.6,1567.53,772379,24134885904.0,13.64,8.73,137.69,6.15
80,2016-08-31,1713.25,1699.13,1760.89,1648.28,688242,21289345168.0,6.57,-0.87,-14.88,5.48
81,2016-09-30,1696.67,1637.43,1708.23,1585.42,470940,14070441840.0,7.23,-3.63,-61.7,3.75
82,2016-10-31,1640.44,1738.13,1762.5,1640.44,413501,12818002480.0,7.45,6.15,100.7,3.29
83,2016-11-30,1738.13,1743.8,1800.94,1689.99,611726,19317358288.0,6.38,0.33,5.67,4.87
84,2016-12-30,1748.43,1819.53,1848.92,1727.42,693836,22715449296.0,6.97,4.34,75.73,5.52
85,2017-01-26,1820.18,1871.13,1948.41,1812.79,610844,21263112224.0,7.45,2.84,51.6,4.86
86,2017-02-28,1879.07,1922.59,1982.18,1858.57,497339,17561801632.0,6.61,2.75,51.46,3.96
87,2017-03-31,1924.8,2081.87,2132.82,1921.93,722267,27260662624.0,10.97,8.28,159.28,5.75
88,2017-04-28,2078.35,2218.14,2294.52,2052.93,738759,29763245888.0,11.6,6.55,136.27,5.88
89,2017-05-31,2208.7,2366.17,2434.21,2140.36,678412,29012864496.0,13.25,6.67,148.03,5.4
90,2017-06-30,2363.96,2511.44,2577.52,2356.48,738689,34503628352.0,9.34,6.14,145.27,5.88
91,2017-07-31,2523.25,2592.63,2626.49,2391.53,793731,36739004208.0,9.36,3.23,81.19,6.32
92,2017-08-31,2591.52,2642.52,2692.52,2541.93,612506,29928908944.0,5.81,1.92,49.89,4.88
93,2017-09-29,2637.75,2775.63,2817.03,2536.15,570307,28148589696.0,10.63,5.04,133.11,4.54
94,2017-10-31,2810.3,3280.07,3465.84,2787.99,701891,41107973328.0,24.42,18.17,504.44,5.59
95,2017-11-30,3294.39,3345.24,3792.25,3254.84,1425060,93855374608.0,16.38,1.99,65.17,11.34
96,2017-12-29,3380.46,3679.34,3825.11,3266.15,1064918,70584871968.0,16.71,9.99,334.1,8.48
97,2018-01-31,3691.95,4016.25,4189.71,3641.15,1234339,93504008848.0,14.91,9.16,336.91,9.83
98,2018-02-28,4028.61,3820.69,4030.12,3480.91,962181,69024989872.0,13.67,-4.87,-195.56,7.66
99,2018-03-30,3832.65,3609.64,3963.24,3482.97,987820,70762864272.0,12.57,-5.52,-211.05,7.86
100,2018-04-27,3591.46,3503.67,3766.22,3415.59,690634,47102269072.0,9.71,-2.94,-105.97,5.5
101,2018-05-31,3490.96,3948.87,3951.33,3415.89,904337,64515130368.0,15.28,12.71,445.2,7.2
102,2018-06-29,3948.87,3905.3,4212.02,3732.14,875300,66940351904.0,12.15,-1.1,-43.57,6.97
103,2018-07-31,3920.67,3880.07,4069.36,3637.83,752393,54511919072.0,11.05,-0.65,-25.23,5.99
104,2018-08-31,3905.0,3542.16,3909.52,3329.46,873581,58727708032.0,14.95,-8.71,-337.91,6.95
105,2018-09-28,3506.03,3897.96,3914.04,3345.24,686640,46150660752.0,16.06,10.04,355.8,5.47
106,2018-10-31,3824.65,2987.97,3842.69,2787.58,1319141,82354952272.0,27.07,-23.35,-909.99,10.5
107,2018-11-30,3018.62,3068.87,3244.74,2927.17,933089,52734483968.0,10.63,2.71,80.9,7.43
108,2018-12-28,3189.47,3194.54,3327.65,3011.64,631065,36982332928.0,10.3,4.09,125.67,5.02
109,2019-01-31,3294.89,3694.96,3741.59,3154.39,841530,54540187024.0,18.38,15.66,500.42,6.7
110,2019-02-28,3732.35,4023.63,4065.89,3687.83,639331,46666932672.0,10.23,8.9,328.67,5.09
111,2019-03-29,4056.24,4520.99,4584.75,3916.3,1095482,85707737616.0,16.61,12.36,497.36,8.72
112,2019-04-30,4551.19,5124.01,5204.41,4421.6,995749,91575825280.0,17.32,13.34,603.02,7.93
113,2019-05-31,4880.31,4701.93,4928.04,4463.25,1229949,109909807408.0,9.07,-8.24,-422.08,9.79
114,2019-06-28,4711.98,5247.31,5271.84,4450.69,826617,76846427056.0,17.46,11.6,545.38,6.58
115,2019-07-31,5350.42,5190.03,5506.59,5016.93,833980,81569337920.0,9.33,-1.09,-57.28,6.64
116,2019-08-30,5209.68,6041.23,6061.33,4944.82,852490,88597139040.0,21.51,16.4,851.2,6.79
117,2019-09-30,6031.13,6081.43,6276.74,5659.35,687005,77838696656.0,10.22,0.67,40.2,5.47
118,2019-10-31,6096.5,6232.22,6411.46,5875.51,539165,63118394256.0,8.81,2.48,150.79,4.29
119,2019-11-29,6237.2,5975.91,6541.75,5894.96,570350,68097823648.0,10.38,-4.11,-256.31,4.54
120,2019-12-31,5921.64,6247.25,6310.06,5919.33,596793,68730971328.0,6.54,4.54,271.34,4.75
121,2020-01-23,5970.88,5593.02,6056.61,5513.63,792364,87086351136.0,8.69,-10.47,-654.23,6.31
122,2020-02-28,5252.34,5614.12,5950.79,5227.22,843686,89960481648.0,12.94,0.38,21.1,6.72
123,2020-03-31,5579.5,5885.46,6212.07,5127.22,1137913,122954960016.0,19.32,4.83,271.34,9.06
124,2020-04-30,5915.61,6662.8,6834.85,5845.27,618638,74181905776.0,16.81,13.21,777.34,4.92
125,2020-05-29,6588.93,7169.8,7196.73,6583.91,478779,63851911072.0,9.2,7.61,507.0,3.81
126,2020-06-30,7242.16,7739.13,7769.79,7242.16,531225,75518237168.0,7.36,7.94,569.33,4.23
127,2020-07-31,7764.86,8820.97,9367.77,7744.86,1142189,189272779520.0,20.97,13.98,1081.84,9.09
128,2020-08-31,8864.69,9365.26,9513.49,8420.6,664726,112184512928.0,12.39,6.17,544.29,5.29
129,2020-09-30,9392.89,8772.33,9573.79,8533.75,660453,112752499360.0,11.11,-6.33,-592.93,5.26
130,2020-10-30,8890.41,8779.97,9184.97,8428.13,472637,80073728080.0,8.63,0.09,7.64,3.76
131,2020-11-30,8804.99,9000.51,9482.84,8789.92,610495,105743082000.0,7.89,2.51,220.54,4.86
132,2020-12-31,9061.26,10428.0,10432.93,9031.16,822305,151157369392.0,15.57,15.86,1427.49,6.55
133,2021-01-29,10437.95,11021.83,11377.69,10349.92,848807,177468622592.0,9.86,5.69,593.83,6.76
134,2021-02-26,11091.27,11054.99,13593.02,10776.22,806725,186214420224.0,25.56,0.3,33.16,6.42
135,2021-03-31,11337.49,10483.27,11342.51,9936.48,1092629,221644803840.0,12.72,-5.17,-571.72,8.7
136,2021-04-30,10543.57,10472.12,11267.14,10387.8,722312,148537528320.0,8.39,-0.11,-11.15,5.75
137,2021-05-31,10438.05,11533.46,12045.98,9764.78,660297,135833458464.0,21.78,10.13,1061.34,5.26
138,2021-06-30,11553.55,10819.9,11885.19,10543.57,653765,140426501888.0,11.63,-6.19,-713.56,5.2
139,2021-07-30,10836.33,8921.99,11087.72,8815.31,1003679,189419085568.0,21.0,-17.54,-1897.91,7.99
140,2021-08-31,8846.66,8314.04,9544.51,8150.73,1227673,202901951232.0,15.62,-6.81,-607.95,9.77
141,2021-09-30,8319.06,9680.78,9848.61,8178.87,941630,159866106016.0,20.08,16.44,1366.74,7.5
142,2021-10-29,9642.69,9661.08,10283.5,9464.71,565177,104909603904.0,8.46,-0.2,-19.7,4.5
143,2021-11-30,9429.54,10187.13,10484.75,9203.42,709148,131293796688.0,13.26,5.45,526.05,5.65
144,2021-12-31,10283.75,10786.23,11625.17,10128.09,896307,185666967872.0,14.7,5.88,599.1,7.14
145,2022-01-28,10811.36,9967.19,10881.45,9707.61,616149,119961007872.0,10.88,-7.59,-819.04,4.9
146,2022-02-28,10037.49,9481.8,10100.65,9269.25,501502,92178588240.0,8.34,-4.87,-485.39,3.99
147,2022-03-31,9540.08,9123.03,9849.46,8489.9,1013004,174585658224.0,14.34,-3.78,-358.77,8.06
148,2022-04-29,9178.0,9672.64,9776.25,9027.56,650676,115622871024.0,8.21,6.02,549.61,5.18
149,2022-05-31,9680.78,9550.29,9881.77,9052.73,540573,95915877072.0,8.57,-1.26,-122.35,4.3
150,2022-06-30,9540.08,10870.02,11030.82,9318.99,685275,131091333120.0,17.92,13.82,1319.73,5.46
151,2022-07-29,10920.27,10133.59,10984.44,10031.38,498568,97839883101.0,8.77,-6.77,-736.43,3.97
152,2022-08-31,10091.23,10262.02,10339.91,9895.21,497927,94404023683.0,4.39,1.27,128.43,3.96
153,2022-09-30,10202.48,10003.25,10221.82,9694.27,498507,92777846191.0,5.14,-2.52,-258.77,3.97
154,2022-10-31,10091.18,7377.79,10096.2,7292.37,1010090,158107798068.0,28.03,-26.25,-2625.46,8.04
155,2022-11-30,7423.01,8628.96,8654.09,7423.01,1038339,156504126581.0,16.69,16.96,1251.17,8.27
156,2022-12-30,8935.48,9382.23,9719.34,8740.51,642138,110589787477.0,11.34,8.73,753.27,5.11
157,2023-01-31,9403.34,9978.98,10427.39,9276.76,442030,81531122650.0,12.26,6.36,596.75,3.52
158,2023-02-28,10025.3,9818.08,10186.2,9548.05,528473,96432953910.0,6.39,-1.61,-160.9,4.21
159,2023-03-31,9814.36,9849.54,9990.23,9367.01,468657,83482167868.0,6.35,0.32,31.46,3.73
160,2023-04-28,9874.66,9550.66,9888.58,9166.22,452709,79083632205.0,7.33,-3.03,-298.88,3.6
161,2023-05-31,9593.27,8889.3,9636.84,8878.09,475507,81245420393.0,7.94,-6.92,-661.36,3.79
162,2023-06-21,8834.53,9426.6,9749.04,8834.53,346696,59210936944.0,10.29,6.04,537.3,2.76
